Ref_Date,GEO,STATISTICS,Vector,Coordinate,Value
1990,Alberta,Male police officers,v53509175,10.10,4130.00
1991,Alberta,Male police officers,v53509175,10.10,4205.00
1992,Alberta,Male police officers,v53509175,10.10,4181.00
1993,Alberta,Male police officers,v53509175,10.10,4205.00
1994,Alberta,Male police officers,v53509175,10.10,4110.00
1995,Alberta,Male police officers,v53509175,10.10,4033.00
1996,Alberta,Male police officers,v53509175,10.10,4020.00
1997,Alberta,Male police officers,v53509175,10.10,3990.00
1998,Alberta,Male police officers,v53509175,10.10,3955.00
1999,Alberta,Male police officers,v53509175,10.10,4012.00
2000,Alberta,Male police officers,v53509175,10.10,4029.00
2001,Alberta,Male police officers,v53509175,10.10,4106.00
2002,Alberta,Male police officers,v53509175,10.10,4195.00
2003,Alberta,Male police officers,v53509175,10.10,4271.00
2004,Alberta,Male police officers,v53509175,10.10,4341.00
2005,Alberta,Male police officers,v53509175,10.10,4491.00
2006,Alberta,Male police officers,v53509175,10.10,4688.00
2007,Alberta,Male police officers,v53509175,10.10,4748.00
2008,Alberta,Male police officers,v53509175,10.10,4791.00
2009,Alberta,Male police officers,v53509175,10.10,5111.00
2010,Alberta,Male police officers,v53509175,10.10,5476.00
2011,Alberta,Male police officers,v53509175,10.10,5537.00
2012,Alberta,Male police officers,v53509175,10.10,5613.00
2013,Alberta,Male police officers,v53509175,10.10,5668.00
2014,Alberta,Male police officers,v53509175,10.10,5683.00
1986,Alberta,Female police officers,v53509176,10.11,193.00
1987,Alberta,Female police officers,v53509176,10.11,193.00
1988,Alberta,Female police officers,v53509176,10.11,216.00
1989,Alberta,Female police officers,v53509176,10.11,258.00
1990,Alberta,Female police officers,v53509176,10.11,292.00
1991,Alberta,Female police officers,v53509176,10.11,321.00
1992,Alberta,Female police officers,v53509176,10.11,345.00
1993,Alberta,Female police officers,v53509176,10.11,366.00
1994,Alberta,Female police officers,v53509176,10.11,361.00
1995,Alberta,Female police officers,v53509176,10.11,387.00
1996,Alberta,Female police officers,v53509176,10.11,423.00
1997,Alberta,Female police officers,v53509176,10.11,488.00
1998,Alberta,Female police officers,v53509176,10.11,523.00
1999,Alberta,Female police officers,v53509176,10.11,568.00
2000,Alberta,Female police officers,v53509176,10.11,584.00
2001,Alberta,Female police officers,v53509176,10.11,649.00
2002,Alberta,Female police officers,v53509176,10.11,689.00
2003,Alberta,Female police officers,v53509176,10.11,728.00
2004,Alberta,Female police officers,v53509176,10.11,782.00
2005,Alberta,Female police officers,v53509176,10.11,844.00
2006,Alberta,Female police officers,v53509176,10.11,916.00
2007,Alberta,Female police officers,v53509176,10.11,955.00
2008,Alberta,Female police officers,v53509176,10.11,943.00
2009,Alberta,Female police officers,v53509176,10.11,1088.00
2010,Alberta,Female police officers,v53509176,10.11,1132.00
2011,Alberta,Female police officers,v53509176,10.11,1159.00
2012,Alberta,Female police officers,v53509176,10.11,1174.00
2013,Alberta,Female police officers,v53509176,10.11,1231.00
2014,Alberta,Female police officers,v53509176,10.11,1307.00
1986,Alberta,Total number of civilian and other personnel,v19457857,10.3,1413.00
1987,Alberta,Total number of civilian and other personnel,v19457857,10.3,1459.00
1988,Alberta,Total number of civilian and other personnel,v19457857,10.3,1426.00
1989,Alberta,Total number of civilian and other personnel,v19457857,10.3,1422.00
1990,Alberta,Total number of civilian and other personnel,v19457857,10.3,1491.00
1991,Alberta,Total number of civilian and other personnel,v19457857,10.3,1462.00
1992,Alberta,Total number of civilian and other personnel,v19457857,10.3,1516.00
1993,Alberta,Total number of civilian and other personnel,v19457857,10.3,1504.00
1994,Alberta,Total number of civilian and other personnel,v19457857,10.3,1411.00
1995,Alberta,Total number of civilian and other personnel,v19457857,10.3,1359.00
1996,Alberta,Total number of civilian and other personnel,v19457857,10.3,1365.00
1997,Alberta,Total number of civilian and other personnel,v19457857,10.3,1527.00
1998,Alberta,Total number of civilian and other personnel,v19457857,10.3,1522.00
1999,Alberta,Total number of civilian and other personnel,v19457857,10.3,1519.00
2000,Alberta,Total number of civilian and other personnel,v19457857,10.3,1569.00
2001,Alberta,Total number of civilian and other personnel,v19457857,10.3,1548.00
2002,Alberta,Total number of civilian and other personnel,v19457857,10.3,1599.00
2003,Alberta,Total number of civilian and other personnel,v19457857,10.3,1662.00
2004,Alberta,Total number of civilian and other personnel,v19457857,10.3,1797.00
2005,Alberta,Total number of civilian and other personnel,v19457857,10.3,1869.00
2006,Alberta,Total number of civilian and other personnel,v19457857,10.3,1946.00
2007,Alberta,Total number of civilian and other personnel,v19457857,10.3,2059.00
2008,Alberta,Total number of civilian and other personnel,v19457857,10.3,1940.00
2009,Alberta,Total number of civilian and other personnel,v19457857,10.3,2048.00
2010,Alberta,Total number of civilian and other personnel,v19457857,10.3,2141.00
2011,Alberta,Total number of civilian and other personnel,v19457857,10.3,2274.00
2012,Alberta,Total number of civilian and other personnel,v19457857,10.3,2369.00
2013,Alberta,Total number of civilian and other personnel,v19457857,10.3,2336.00
2014,Alberta,Total number of civilian and other personnel,v19457857,10.3,2318.00
1986,Alberta,Police-civilian ratio,v19457859,10.4,3.0
1987,Alberta,Police-civilian ratio,v19457859,10.4,3.0
1988,Alberta,Police-civilian ratio,v19457859,10.4,2.9
1989,Alberta,Police-civilian ratio,v19457859,10.4,3.0
1990,Alberta,Police-civilian ratio,v19457859,10.4,3.0
1991,Alberta,Police-civilian ratio,v19457859,10.4,3.1
1992,Alberta,Police-civilian ratio,v19457859,10.4,3.0
1993,Alberta,Police-civilian ratio,v19457859,10.4,3.0
1994,Alberta,Police-civilian ratio,v19457859,10.4,3.2
1995,Alberta,Police-civilian ratio,v19457859,10.4,3.3
1996,Alberta,Police-civilian ratio,v19457859,10.4,3.3
1997,Alberta,Police-civilian ratio,v19457859,10.4,2.9
1998,Alberta,Police-civilian ratio,v19457859,10.4,2.9
1999,Alberta,Police-civilian ratio,v19457859,10.4,3.0
2000,Alberta,Police-civilian ratio,v19457859,10.4,2.9
2001,Alberta,Police-civilian ratio,v19457859,10.4,3.1
2002,Alberta,Police-civilian ratio,v19457859,10.4,3.1
2003,Alberta,Police-civilian ratio,v19457859,10.4,3.0
2004,Alberta,Police-civilian ratio,v19457859,10.4,2.9
2005,Alberta,Police-civilian ratio,v19457859,10.4,2.9
2006,Alberta,Police-civilian ratio,v19457859,10.4,2.9
2007,Alberta,Police-civilian ratio,v19457859,10.4,2.8
2008,Alberta,Police-civilian ratio,v19457859,10.4,3.0
2009,Alberta,Police-civilian ratio,v19457859,10.4,3.0
2010,Alberta,Police-civilian ratio,v19457859,10.4,3.1
2011,Alberta,Police-civilian ratio,v19457859,10.4,2.9
2012,Alberta,Police-civilian ratio,v19457859,10.4,2.9
2013,Alberta,Police-civilian ratio,v19457859,10.4,3.0
2014,Alberta,Police-civilian ratio,v19457859,10.4,3.0
1986,Alberta,Population per police officer (rate),v19457860,10.5,576.9
1987,Alberta,Population per police officer (rate),v19457860,10.5,565.7
1988,Alberta,Population per police officer (rate),v19457860,10.5,583.7
1989,Alberta,Population per police officer (rate),v19457860,10.5,579.9
1990,Alberta,Population per police officer (rate),v19457860,10.5,576.0
1991,Alberta,Population per police officer (rate),v19457860,10.5,572.8
1992,Alberta,Population per police officer (rate),v19457860,10.5,581.7
1993,Alberta,Population per police officer (rate),v19457860,10.5,583.6
1994,Alberta,Population per police officer (rate),v19457860,10.5,604.0
1995,Alberta,Population per police officer (rate),v19457860,10.5,618.7
1996,Alberta,Population per police officer (rate),v19457860,10.5,624.6
1997,Alberta,Population per police officer (rate),v19457860,10.5,632.0
1998,Alberta,Population per police officer (rate),v19457860,10.5,647.5
1999,Alberta,Population per police officer (rate),v19457860,10.5,644.8
2000,Alberta,Population per police officer (rate),v19457860,10.5,651.4
2001,Alberta,Population per police officer (rate),v19457860,10.5,642.8
2002,Alberta,Population per police officer (rate),v19457860,10.5,638.1
2003,Alberta,Population per police officer (rate),v19457860,10.5,632.4
2004,Alberta,Population per police officer (rate),v19457860,10.5,626.2
2005,Alberta,Population per police officer (rate),v19457860,10.5,614.9
2006,Alberta,Population per police officer (rate),v19457860,10.5,601.5
2007,Alberta,Population per police officer (rate),v19457860,10.5,609.2
2008,Alberta,Population per police officer (rate),v19457860,10.5,626.3
2009,Alberta,Population per police officer (rate),v19457860,10.5,592.3
1986,Alberta,"Police officers per 100,000 population (rate)",v19457861,10.6,173.3
1987,Alberta,"Police officers per 100,000 population (rate)",v19457861,10.6,176.8
1988,Alberta,"Police officers per 100,000 population (rate)",v19457861,10.6,171.3
1989,Alberta,"Police officers per 100,000 population (rate)",v19457861,10.6,172.4
1990,Alberta,"Police officers per 100,000 population (rate)",v19457861,10.6,173.6
1991,Alberta,"Police officers per 100,000 population (rate)",v19457861,10.6,174.6
1992,Alberta,"Police officers per 100,000 population (rate)",v19457861,10.6,171.9
1993,Alberta,"Police officers per 100,000 population (rate)",v19457861,10.6,171.4
1994,Alberta,"Police officers per 100,000 population (rate)",v19457861,10.6,165.6
1995,Alberta,"Police officers per 100,000 population (rate)",v19457861,10.6,161.6
1996,Alberta,"Police officers per 100,000 population (rate)",v19457861,10.6,160.1
1997,Alberta,"Police officers per 100,000 population (rate)",v19457861,10.6,158.2
1998,Alberta,"Police officers per 100,000 population (rate)",v19457861,10.6,154.4
1999,Alberta,"Police officers per 100,000 population (rate)",v19457861,10.6,155.1
2000,Alberta,"Police officers per 100,000 population (rate)",v19457861,10.6,153.5
2001,Alberta,"Police officers per 100,000 population (rate)",v19457861,10.6,155.5
2002,Alberta,"Police officers per 100,000 population (rate)",v19457861,10.6,156.1
2003,Alberta,"Police officers per 100,000 population (rate)",v19457861,10.6,157.0
